219;Alvarães
220;Amaturá
221;Anamã
222;Anori
223;Apuí
224;Atalaia do Norte
225;Autazes
226;Barcelos
227;Barreirinha
228;Benjamin Constant
229;Beruri
230;Boa Vista do Ramos
231;Boca do Acre
232;Borba
233;Caapiranga
234;Canutama
235;Carauari
236;Careiro
237;Careiro da Várzea
238;Coari
239;Codajás
240;Eirunepé
241;Envira
242;Fonte Boa
243;Guajará
244;Humaitá
245;Ipixuna
246;Iranduba
247;Itacoatiara
248;Itamarati
249;Itapiranga
250;Japurá
251;Juruá
252;Jutaí
253;Lábrea
254;Manacapuru
255;Manaquiri
256;Manaus
257;Manicoré
258;Maraã
259;Maués
260;Nhamundá
261;Nova Olinda do Norte
262;Novo Airão
263;Novo Aripuanã
264;Parintins
265;Pauini
266;Presidente Figueiredo
267;Rio Preto da Eva
268;Santa Isabel do Rio Negro
269;Santo Antônio do Içá
270;São Gabriel da Cachoeira
271;São Paulo de Olivença
272;São Sebastião do Uatumã
273;Silves
274;Tabatinga
275;Tapauá
276;Tefé
277;Tonantins
278;Uarini
279;Urucará
280;Urucurituba
